Property Flag,% of Initial Pool Balance,2nd Largest Tenant,2nd Largest Tenant % of NSF,2nd Largest Tenant Lease Expiration(4),2nd Largest Tenant NSF,3rd Largest Tenant,3rd Largest Tenant % of NSF,3rd Largest Tenant Lease Expiration(4),3rd Largest Tenant NSF,4th Largest Tenant,4th Largest Tenant % of NSF,4th Largest Tenant Lease Expiration(4),4th Largest Tenant NSF,5th Largest Tenant,5th Largest Tenant % of NSF,5th Largest Tenant Lease Expiration(4),5th Largest Tenant NSF,ARD (Yes/No),ARD Loan Final Maturity Date,Address,Administrative Fee Rate(3) %,Annual Debt Service (IO) $,Annual Debt Service (PI) $,Appraisal Report Date,Appraised Value $,Appraised Value As-of Date,Asset Representations Reviewer Fee Rate %,CREFC Fee Rate %,Cash Management Status,City,Coop - Coop Units,Coop - Investor Units,Coop - LTV as Rental %,Coop - Rental Value $,Coop - Sponsor Units,Coop - Sponsor/ Investor Carry $,Coop - Unsold Percent %,County,Crossed With Other Loans,Cut-Off Date LTV Ratio %,Cut-off Date Balance $,Cut-off Date Balance per SF/ Units/Rooms $,Cut-off Date Mezzanine Debt Balance $,Cut-off Date Pari Passu Mortgage Debt Balance $,Cut-off Date Subord. Mortgage Debt Balance $,Detailed Property Type,Due Date,Engineering Report Date,Environmental Phase I Report Date,First PI Payment Date (Partial IO Loans),First Payment Date,Footnotes,General Property Type,Grace Period to Default (Days),Grace Period to Late Charge (Days),Ground Lease Initial Lease Expiration Date,Hotel Franchise Agreement Expiration Date,Initial Other Reserves $,Interest Accrual Basis,Largest Tenant,Largest Tenant % of NSF,Largest Tenant Lease Expiration(4),Largest Tenant NSF,Loan ID,Loan Purpose,Lockbox Type,Master Servicing Fee Rate %,Maturity Date,Maturity Date LTV Ratio %,Maturity/ARD Balance $,Monthly Debt Service (IO) $,Monthly Debt Service (PI) $,Monthly Insurance Reserves $,Monthly Replacement Reserves $,Monthly TI/LC Reserves $,Monthly Tax Reserves $,Mortgage Loan Originator(1),Mortgage Loan Seller(1),Mortgage Rate %,Most Recent Expenses $,Most Recent NOI $,Most Recent NOI Date,Most Recent NOI Debt Yield %,Most Recent Revenues $,No. of Properties,Non-Recourse Carveout Guarantor,Note Date,Occupancy Rate As-of Date,Occupancy Rate(2) %,Ongoing Other Reserves $,Original Amortization Term (mos.),Original Balance $,Original Interest-Only Period (mos.),Original Term to Maturity (mos.),Other Reserves Description,PML %,Pari Passu Loan Primary Servicing Fee Rate %,Prepayment Provisions (No. of Payments),Primary Servicing Fee Rate %,Property Name,Related-Borrower Loans,Remaining Amortization Term (mos.),Remaining Interest-Only Period (mos.),Remaining Term to Maturity (mos.),Replacement Reserve Cap $,Seasoning (mos.),Second Most Recent Expenses $,Second Most Recent NOI $,Second Most Recent NOI Date,Second Most Recent NOI Debt Yield %,Second Most Recent Revenues $,Seismic Report Date,Seismic Zone (Y/N),Size,Sponsor,State,TI/LC Reserve Cap $,Third Most Recent Expenses $,Third Most Recent NOI $,Third Most Recent NOI Date,Third Most Recent NOI Debt Yield %,Third Most Recent Revenues $,Title Type,Total Debt Cut-off Date LTV Ratio %,Total Debt UW NCF DSCR,Total Debt UW NOI Debt Yield %,Total Mortgage Debt Cut-off Date LTV Ratio %,Total Mortgage Debt UW NCF DSCR,Total Mortgage Debt UW NOI Debt Yield %,Trust Advisor Fee Rate %,Trustee Fee Rate %,UW NCF DSCR (IO),UW NCF DSCR (PI),UW NOI DSCR (IO),UW NOI DSCR (PI),Underwritten Effective Gross Income $,Underwritten NCF $,Underwritten NCF Debt Yield %,Underwritten NOI $,Underwritten NOI Debt Yield %,Underwritten Occupancy Rate %,Underwritten Replacement Reserves $,Underwritten TI/LC $,Underwritten Total Expenses $,Units of Measure,Upfront Deferred Maint. Reserve $,Upfront Insurance Reserves $,Upfront Replacement Reserves $,Upfront TI/LC Reserves $,Upfront Tax Reserves $,YM Formula,Year Built,Year Renovated,Zip Code
Property,0.2,,,,,,,,,,,,,,,,,,,600 West Swedesford Road,,,,4-12-2018,"10,053,000",5-11-2018,,,,Berwyn,,,,,,,,Chester,,,"1,763,563",,,,,Extended Stay,,20-12-2018,20-12-2018,,,,Hospitality,,,,31-12-2028,,,,,,,30.04,,,,,,"1,621,208",,,,,,,MSBNA,MSMCH,,"2,241,936","1,141,529",31-10-2018 TTM,,"3,383,465",,,,31-10-2018,76.1,,,"1,763,563",,,,,,,,Residence Inn Philadelphia Valley Forge,,,,,,,"2,141,791","1,058,667",31-12-2017,,"3,200,458",,No,88.0,,PA,,"2,242,106","1,088,511",31-12-2016,,"3,330,617",Fee,,,,,,,,,,,,,"3,383,465","967,225",,"1,136,398",,76.1,"169,173",0,"2,247,067",Rooms,,,,,,,1988,2016,19312.0
Loan,1.1,IGI Playground,16.5,30-1-2023,7789.0,Houston Methodist Emergency Care Center,13.8,30-11-2022,6500.0,Alden Bridge Pediatric Dentistry,9.5,31-10-2022,4474.0,Made Ya Smile,7.4,31-10-2022,3500.0,No,1-3-2029,3759 FM 1488 Road,0.01448,"452,194.44",0.00,7-1-2019,"16,410,000",9-12-2018,0.00030,0.00050,Springing,The Woodlands,,,,,,,,Montgomery,No,60.9,"10,000,000",211.74,,,,Shadow Anchored,First,11-12-2018,12-12-2018,,1-4-2019,9,Retail,5,3,,,"50,340",Actual/360,CVS,27.4,31-1-2038,12955.0,31.0,Refinance,Springing,0.00250,1-3-2029,60.9,"10,000,000","37,682.87",0.00,0,428,"5,424","5,424",MSBNA,MSMCH,4.4600,"229,633","1,049,102",31-12-2018,10.5,"1,278,735",1.0,Lawrence L. Kuppin,6-2-2019,31-12-2018,100.0,0,0.0,"10,000,000",120.0,120.0,Outstanding TI/LC Reserve,,0.00000,LO(24);DEF(91);O(5),0.00250,Alden Bridge,,0.0,120.0,120.0,0,0.0,"277,240","1,055,238",31-12-2017,10.6,"1,332,478",,No,47228.0,Lawrence L. Kuppin,TX,"100,000","305,947","1,019,538",31-12-2016,10.2,"1,325,485",Fee,,,,,,,0.00119,0.00749,2.32x,,2.47x,,"1,406,307","1,046,956",10.5,"1,117,182",11.2,95.0,"5,141","65,085","289,125",SF,0,0,0,0,"36,941",,2012,,77384.0
Loan,1.0,,,,,,,,,,,,,,,,,No,1-2-2029,97 2nd Avenue,0.03448,"504,460.44",0.00,8-1-2019,"13,800,000",20-11-2018,0.00030,0.00050,Springing,New York,,,,,,,,New York,No,67.4,"9,300,000","930,000.00",,,,Garden,First,26-11-2018,27-11-2018,,1-3-2019,"9, 28",Multifamily,0,4 (2 times during the term of the loan),,,0,Actual/360,,,,,32.0,Refinance,Soft,0.00250,1-2-2029,67.4,"9,300,000","42,038.37",0.00,738,0,0,"8,600",CCRE,CCRE,5.3500,"157,772","620,351",30-11-2018 TTM,6.7,"778,123",1.0,Michael K. Shah,18-1-2019,28-12-2018,100.0,0,0.0,"9,300,000",120.0,120.0,,,0.00000,LO(25);DEF(90);O(5),0.02250,97 2nd Avenue,Group C,0.0,119.0,119.0,"14,750",1.0,,,,,,,No,10.0,Michael K. Shah,NY,"11,250",,,,,,Fee,,,,,,,0.00119,0.00749,1.30x,,1.30x,,"811,441","653,357",7.0,"656,076",7.1,97.0,"1,600","1,120","155,365",Units,0,"2,213","14,750","11,250","17,200",,1900,2017,10003.0
Loan,1.0,Educare Community Living,11.6,30-6-2020,29134.0,"Prestige Embossing, Inc.",8.3,31-1-2022,20772.0,Versaflex Incorporated,6.7,30-11-2019,16878.0,Helios Digital Packaging,6.4,31-5-2021,16081.0,No,1-1-2029,9777 West Gulf Bank Road,0.06448,"440,788.20",0.00,30-11-2018,"13,920,000",12-11-2018,0.00030,0.00050,Springing,Houston,,,,,,,,Harris,No,66.5,"9,250,000",36.77,,,,Flex,First,12-11-2018,12-11-2018,,1-2-2019,29,Industrial,5,5,,,0,Actual/360,"ABC Assembly, LLC",13.5,30-9-2020,33852.0,33.0,Acquisition,Springing,0.00250,1-1-2029,66.5,"9,250,000","36,732.35",0.00,"8,251",0,0,"22,468",MSBNA,MSMCH,4.7000,"506,073","842,846",30-9-2018 TTM,9.1,"1,348,919",1.0,John Able,20-12-2018,10-9-2018,88.1,0,0.0,"9,250,000",120.0,120.0,,,0.00000,LO(26);DEF(89);O(5),0.05250,Brookhollow West Business Park,,0.0,118.0,118.0,"50,000",2.0,"528,779","832,673",31-12-2017,9.0,"1,361,452",,No,251569.0,John Able,TX,"250,000","542,582","673,125",31-12-2016,7.3,"1,215,706",Fee,,,,,,,0.00119,0.00749,2.12x,,2.40x,,"1,676,461","936,202",10.1,"1,058,395",11.4,87.0,"37,735","84,458","618,067",SF,0,"16,502","50,000","250,000","22,468",,1977,2015,77040.0
Loan,1.0,Easy Eight Billiards,10.2,18-7-2031,7686.0,Jimmy Dang Restaurant,9.3,31-10-2023,7000.0,Beauty Suite,9.3,18-7-2031,7000.0,Aquatots,5.3,30-11-2023,4000.0,No,6-2-2029,4901 and 5025 West Expressway 83,0.01448,0.00,"586,385.76",31-12-2018,"18,930,000",10-12-2018,0.00030,0.00050,Springing,McAllen,,,,,,,,Hidalgo,No,47.5,"8,986,835",119.25,,,,Unanchored,Sixth,10-12-2018,10-12-2018,,6-3-2019,,Retail,0,0,,,"500,000",Actual/360,China Buffet,13.3,31-7-2020,10000.0,34.0,Refinance,Springing,0.00250,6-2-2029,39.3,"7,439,035",0.00,"48,865.48","3,810","1,130","6,280","15,855",SMC,SMC,5.1000,"470,625","1,160,913",31-10-2018 TTM,12.9,"1,631,538",1.0,Miguel Angel Ramirez Garcia,17-1-2019,14-1-2019,81.9,0,360.0,"9,000,000",0.0,120.0,Economic Reserve,,0.00000,LO(25);DEF(91);O(4),0.00250,McAllen Retail Portfolio,,359.0,0.0,119.0,0,1.0,"467,965","1,012,340",31-12-2017,11.3,"1,480,305",,No,75359.0,Miguel Angel Ramirez Garcia,TX,"300,000","544,460","1,007,991",31-12-2016,11.2,"1,552,450",Fee,,,,,,,0.00119,0.00749,,1.99x,,2.06x,"1,862,601","1,165,164",13.0,"1,208,013",13.4,85.1,"13,565","29,285","654,588",SF,0,"11,123",0,0,"31,711",,2011,,78503.0
Loan,0.9,,,,,,,,,,,,,,,,,No,6-2-2029,6323 International Drive,0.01448,0.00,"596,893.08",1-2-2019,"14,500,000",1-11-2018,0.00030,0.00050,Springing,Orlando,,,,,,,,Orange,No,55.8,"8,084,909","37,086.74",,,,Limited Service,Sixth,10-12-2018,1-2-2019,,6-3-2019,,Hospitality,0,0,,,0,Actual/360,,,,,35.0,Refinance,Hard,0.00250,6-2-2029,42.7,"6,185,164",0.00,"49,741.09","5,765","13,769",0,"13,012",BSPRT,BSPRT,5.5000,"2,438,634","1,761,819",31-12-2018,21.8,"4,200,453",1.0,Bhupinder Sodhi; Saranjit Sodhi,4-2-2019,31-12-2018,86.2,0,300.0,"8,100,000",0.0,120.0,,,0.00000,LO(25);DEF(91);O(4),0.00250,Floridian Express International Drive,,299.0,0.0,119.0,0,1.0,"2,353,406","1,016,734",31-12-2017,12.6,"3,370,140",,No,218.0,Bhupinder Sodhi; Saranjit Sodhi,FL,0,"2,239,661","774,242",31-12-2016,9.6,"3,013,903",Fee,,,,,,,0.00119,0.00749,,2.51x,,2.81x,"4,524,761","1,498,058",18.5,"1,679,048",20.8,85.0,"180,990",0,"2,845,713",Rooms,0,"28,824",0,0,"52,049",,1973,2017,32819.0
Loan,0.9,Think Coffee,13.4,31-10-2024,1296.0,By Name Art Gallery Café,10.4,12-4-2029,1000.0,,,,,,,,,No,6-2-2029,324 Bowery and 1-3 Bleecker Street,0.01448,"385,277.78",0.00,10-12-2018,"24,300,000",27-11-2018,0.00030,0.00050,Springing,New York,,,,,,,,New York,No,32.9,"8,000,000",828.24,,,,Retail Multifamily,Sixth,14-12-2018,14-12-2018,,6-3-2019,30,Mixed Use,0,0,,,0,Actual/360,Von Design Ltd,26.2,31-12-2021,2531.0,36.0,Refinance,Springing,0.00250,6-2-2029,32.9,"8,000,000","32,106.48",0.00,713,205,603,"7,980",SMC,SMC,4.7500,"152,950","776,401",31-10-2018 T10 Ann.,9.7,"929,351",1.0,RWN Capital Holdings LLC,22-1-2019,8-1-2019 (Retail) 31-1-2019 (Multifamily),100.0,0,0.0,"8,000,000",120.0,120.0,,,0.00000,LO(25);DEF(89);O(6),0.00250,324 Bowery and 1-3 Bleecker Street,Group D,0.0,119.0,119.0,0,1.0,"225,178","798,913",31-12-2017,10.0,"1,024,091",,No,9659.0,RWN Capital Holdings LLC,NY,0,"176,281","846,845",31-12-2016,10.6,"1,023,125",Fee,,,,,,,0.00119,0.00749,2.37x,,2.40x,,"1,102,579","914,232",11.4,"923,938",11.5,94.9,"2,465","7,241","178,641",SF,0,"1,425",0,0,"23,941",,1920,,10012.0
Loan,0.8,CSL Plasma,14.1,31-8-2027,16407.0,Laylas Gardens - Banquet Hall,8.8,"Various (14-4-2022 - 7,398 SF; 30-6-2019 - 2,872 SF)",10270.0,Bank of America,6.1,30-6-2020,7067.0,Movimiento Church,4.8,31-3-2020,5600.0,No,6-2-2029,3430 East Tropicana Avenue,0.01448,"363,803.61",0.00,27-1-2019,"15,500,000",3-1-2019,0.00030,0.00050,Springing,Las Vegas,,,,,,,,Clark,No,49.7,"7,700,000",65.99,,,,Anchored,Sixth,14-1-2019,14-1-2019,,6-3-2019,,Retail,0,0,,,"50,000",Actual/360,dds Discounts,18.9,31-1-2026,22088.0,37.0,Refinance,Springing,0.00250,6-2-2029,49.7,"7,700,000","30,316.97",0.00,"2,532","1,852","6,667","5,851",SMC,SMC,4.6600,"387,044","908,827",31-12-2018,11.8,"1,295,871",1.0,Jeffrey B. Chauncey,30-1-2019,24-1-2019,86.7,0,0.0,"7,700,000",120.0,120.0,Environmental Monitoring Funds,,0.00000,LO(25);DEF(91);O(4),0.00250,Tropicana Plaza,,0.0,119.0,119.0,0,1.0,"310,790","973,149",31-12-2017,12.6,"1,283,940",,No,116689.0,Jeffrey B. Chauncey,NV,"300,000","390,397","894,148",31-12-2016,11.6,"1,284,545",Fee,,,,,,,0.00119,0.00749,2.47x,,2.70x,,"1,355,317","898,652",11.7,"982,152",12.8,89.7,"23,338","60,162","373,165",SF,0,"7,595",0,0,0,,1975,,89121.0
Loan,0.8,Family Dollar,11.7,31-12-2021,8474.0,Pet Supplies Plus,11.5,30-11-2021,8330.0,Sherwin Williams,8.9,30-11-2019,6450.0,Pennsylvania DOT,7.7,31-3-2025,5608.0,No,1-2-2029,508 East Lancaster Avenue,0.03448,"400,161.72","500,130.24",8-1-2019,"10,500,000",5-12-2018,0.00030,0.00050,Springing,Shillington,,,,,,,,Berks,No,72.3,"7,590,000",104.37,,,,Shadow Anchored,First,26-12-2018,26-12-2018,1-3-2022,1-3-2019,,Retail,5 (1 time during the term of the loan),0,,,0,Actual/360,Planet Fitness,20.0,31-12-2028,14526.0,38.0,Acquisition,Springing,0.00250,1-2-2029,64.4,"6,758,833","33,346.81","41,677.52","1,922",909,0,"18,000",CCRE,CCRE,5.2000,"401,122","812,644",30-11-2018 TTM,10.7,"1,213,766",1.0,"Ben Braunstein; Harry P. Braunstein; Michael Braunstein, Esq.",31-1-2019,1-1-2019,87.4,0,360.0,"7,590,000",36.0,120.0,,,0.00000,LO(25);DEF(90);O(5),0.02250,Shillington Shopping Center,,360.0,35.0,119.0,0,1.0,"360,895","685,972",31-12-2017,9.0,"1,046,866",,No,72723.0,"Ben Braunstein; Harry P. Braunstein; Michael Braunstein, Esq.",PA,"100,000","356,760","735,562",31-12-2016,9.7,"1,092,322",Fee,,,,,,,0.00119,0.00749,2.08x,1.66x,2.20x,1.76x,"1,282,377","831,362",11.0,"878,632",11.6,86.6,"10,908","36,362","403,745",SF,"14,375","5,765",0,"100,000","108,000",,1967,2012,19607.0
Loan,0.8,"Sol Entertainment, LLC",10.7,30-11-2028,10500.0,99 Cent Discount,8.6,31-12-2022,8450.0,Motor Vehicle Services,6.8,31-12-2021,6600.0,Brighter Angels,5.1,30-9-2023,5000.0,No,6-1-2029,7227 South Central Avenue,0.06198,"390,550.00","482,469.48",17-12-2018,"12,110,000",26-11-2018,0.00030,0.00050,Springing,Phoenix,,,,,,,,Maricopa,No,59.5,"7,200,000",73.64,,,,Anchored,Sixth,29-11-2018,30-11-2018,6-2-2023,6-2-2019,9,Retail,0,0,,,"1,000,000",Actual/360,Food City (Bashas),53.4,31-5-2020,52225.0,39.0,Refinance,Springing,0.00250,6-1-2029,54.2,"6,561,849","32,545.83","40,205.79","1,208","1,222","3,055","12,052",SMC,SMC,5.3500,"282,107","539,031",30-11-2018 TTM,7.5,"821,138",1.0,Christopher Hinkson,19-12-2018,1-12-2018,94.3,0,360.0,"7,200,000",48.0,120.0,Food City Holdback,,0.00000,LO(26);DEF(90);O(4),0.05000,Southgate Shopping Center,,360.0,46.0,118.0,"43,997",2.0,"231,515","508,862",31-12-2017,7.1,"740,377",,No,97770.0,Christopher Hinkson,AZ,"293,310","265,211","449,981",31-12-2016,6.2,"715,192",Fee,,,,,,,0.00119,0.00749,1.64x,1.33x,1.87x,1.51x,"1,022,208","640,873",8.9,"728,866",10.1,90.0,"14,666","73,328","293,342",SF,0,"8,455",0,0,14,,1990,2016,85042.0
Loan,0.7,,,,,,,,,,,,,,,,,No,6-2-2029,5670 Winneste Avenue,0.01448,0.00,"462,366.48",24-1-2019,"11,650,000",2-1-2019,0.00030,0.00050,Springing,Cincinnati,,,,,,,,Hamilton,No,59.1,"6,890,181","26,500.70",,,,Garden,Sixth,4-1-2019,4-1-2019,,6-3-2019,,Multifamily,0,0,,,0,Actual/360,,,,,40.0,Refinance,Springing,0.00250,6-2-2029,49.3,"5,748,437",0.00,"38,530.54","6,904","5,438",0,"11,681",BSPRT,BSPRT,5.3500,"842,051","934,169",31-12-2018,13.6,"1,776,220",1.0,Erez Tubul; Yakov (Jacob) Ben Shoushan,31-1-2019,6-1-2019,97.7,0,360.0,"6,900,000",0.0,120.0,,,0.00000,LO(25);DEF(91);O(4),0.00250,Silver Oak Estates,,359.0,0.0,119.0,0,1.0,"802,060","887,580",31-12-2017,12.9,"1,689,640",,No,260.0,Erez Tubul; Yakov (Jacob) Ben Shoushan,OH,0,,,,,,Fee,,,,,,,0.00119,0.00749,,1.55x,,1.69x,"1,724,220","716,744",10.4,"781,994",11.3,90.2,"65,250",0,"942,227",Units,"23,225","62,136",0,0,"35,043",,1963,2018,45232.0
Loan,0.7,Lettys,9.9,31-8-2021,12003.0,Dollar Tree,9.4,31-5-2021,11400.0,Western Finance,6.2,30-6-2020,7500.0,Mi Pueblito,5.7,"Various (31-3-2021 - 4,480 SF; 31-5-2020 - 2,494 SF)",6974.0,No,6-2-2029,518-736 Southwest Military Drive,0.06198,"303,811.81",0.00,12-2-2019,"15,600,000",22-12-2018,0.00030,0.00050,Springing,San Antonio,,,,,,,,Bexar,No,41.7,"6,500,000",53.43,,,,Retail Office,Sixth,15-1-2019,15-1-2019,,6-3-2019,,Mixed Use,0,0,,,0,Actual/360,Service King Collision Repair,12.4,31-8-2026,15100.0,41.0,Refinance,Springing,0.00250,6-2-2029,41.7,"6,500,000","25,317.65",0.00,"4,070","2,046",0,"28,989",SMC,SMC,4.6100,"797,359","1,133,115",31-12-2018,17.4,"1,930,474",1.0,W.W. Bankerd,6-2-2019,1-2-2019,90.7,0,0.0,"6,500,000",120.0,120.0,,,0.00000,LO(25);DEF(91);O(4),0.05000,Shoppers City,,0.0,119.0,119.0,"73,644",1.0,"714,930","1,050,664",31-12-2017,16.2,"1,765,594",,No,121648.0,W.W. Bankerd,TX,"175,000","733,040","963,800",31-12-2016,14.8,"1,696,840",Fee,,,,,,,0.00119,0.00749,3.28x,,3.56x,,"1,889,557","995,642",15.3,"1,081,014",16.6,90.2,"24,548","60,824","808,543",SF,"226,250","48,836",0,"175,000","57,977",,1972,2000,78221.0
Loan,0.7,,,,,,,,,,,,,,,,,No,6-2-2029,7390 Lincoln Way,0.05448,0.00,"435,108.12",19-12-2018,"9,600,000",10-10-2018,0.00030,0.00050,Springing,Garden Grove,,,,,,,,Orange,No,67.1,"6,440,881",156.39,,,,Single Tenant,Sixth,23-10-2018,23-10-2018,,6-3-2019,,Office,0,0,,,0,Actual/360,Pacific Bay Lending Group,100.0,28-2-2034,41184.0,42.0,Acquisition,Springing,0.00250,6-2-2029,56.1,"5,383,560",0.00,"36,259.01",468,515,"2,746","9,690",SMC,SMC,5.4100,,,,,,1.0,Jina Oh,17-1-2019,6-3-2019,100.0,0,360.0,"6,450,000",0.0,120.0,,19.0,0.00000,LO(24);YM1(92);O(4),0.04250,7390 Lincoln Way,,359.0,0.0,119.0,0,1.0,,,,,,23-10-2018,Yes - 4,41184.0,Jina Oh,CA,0,,,,,,Fee,,,,,,,0.00119,0.00749,,1.38x,,1.47x,"660,467","601,528",9.3,"640,653",9.9,94.9,"6,178","32,947","19,814",SF,0,935,0,0,"9,690",G,1985,2011,92841.0
Loan,0.5,,,,,,,,,,,,,,,,,No,6-2-2029,328 Bowery,0.01448,"256,006.94",0.00,13-12-2018,"9,100,000",27-11-2018,0.00030,0.00050,Springing,New York,,,,,,,,New York,No,54.9,"5,000,000","1,215.36",,,,Single Tenant,Sixth,31-12-2018,2-1-2019,,6-3-2019,,Retail,0,0,,,0,Actual/360,Kenneth Cole,100.0,31-1-2026,4114.0,43.0,Refinance,Springing,0.00250,6-2-2029,54.9,"5,000,000","21,333.91",0.00,171,69,514,"7,261",SMC,SMC,5.0500,"129,277","390,081",31-10-2018 T-10 Ann.,7.8,"519,358",1.0,RWN Capital Holdings LLC,28-1-2019,6-3-2019,100.0,0,0.0,"5,000,000",120.0,120.0,,,0.00000,LO(25);DEF(89);O(6),0.00250,328 Bowery,Group D,0.0,119.0,119.0,0,1.0,"120,081","378,903",31-12-2017,7.6,"498,984",,No,4114.0,RWN Capital Holdings LLC,NY,0,"120,378","371,283",31-12-2016,7.4,"491,661",Fee,,,,,,,0.00119,0.00749,1.65x,,1.67x,,"563,434","421,277",8.4,"428,271",8.6,97.0,823,"6,171","135,163",SF,0,"2,391",0,0,"14,521",,2002,,10012.0
Loan,0.5,,,,,,,,,,,,,,,,,No,1-3-2029,170 Mercer Street,0.03448,"265,918.72",0.00,8-1-2019,"7,200,000",11-10-2018,0.00030,0.00050,Springing,New York,,,,,,,,New York,No,68.5,"4,930,000","2,449.08",,,,Single Tenant,First,26-11-2018,26-11-2018,,1-4-2019,9,Retail,0,4 (2 times during the term of the loan),,,0,Actual/360,Shamballa Jewelry,100.0,24-5-2027,2013.0,44.0,Refinance,Soft,0.00250,1-3-2029,68.5,"4,930,000","22,159.89",0.00,0,390,0,0,CCRE,CCRE,5.3200,"67,407","359,873",31-10-2018 TTM,7.3,"427,280",1.0,Michael K. Shah,11-2-2019,1-3-2019,100.0,0,0.0,"4,930,000",120.0,120.0,,,0.00000,LO(24);DEF(91);O(5),0.02250,170 Mercer Street,Group C,0.0,120.0,120.0,0,0.0,,,,,,,No,2013.0,Michael K. Shah,NY,"10,000",,,,,,Fee,,,,,,,0.00119,0.00749,1.34x,,1.35x,,"430,292","356,288",7.2,"358,628",7.3,95.0,390,"1,950","71,664",SF,0,"1,701",0,"10,000","10,001",,1900,2017,10012.0
Loan,0.5,Fishermans Kitchen,10.6,28-2-2029,5500.0,Cici Pizza,8.7,30-4-2022,4500.0,Wells Fargo Bank,7.3,31-8-2022,3811.0,Country Brook Animal Hospital,5.5,30-6-2021,2873.0,No,6-2-2029,2936 and 3046 Lavon Drive and 2800 Crist Road,0.01448,0.00,"303,950.52",29-1-2019,"8,500,000",4-1-2019,0.00030,0.00050,Springing,Garland,,,,,,,,Dallas,No,56.4,"4,792,777",92.42,,,,Shadow Anchored,Sixth,10-1-2019,10-1-2019,,6-3-2019,,Retail,0,0,,,"288,000",Actual/360,Chens Flaming Buffet,18.8,30-11-2026,9724.0,45.0,Refinance,Springing,0.00250,6-2-2029,46.3,"3,935,488",0.00,"25,329.21","3,528",649,"4,322","9,216",SMC,SMC,4.8500,"296,374","543,521",31-12-2018,11.3,"839,895",1.0,William E. Gravlee,1-2-2019,15-1-2019,78.3,0,360.0,"4,800,000",0.0,120.0,"Outstanding TI Reserve ($265,000); Environmental Reserve ($18,000); Drum Disposal ($5,000)",,0.00000,LO(25);DEF(91);O(4),0.00250,Country Brook Village,,359.0,0.0,119.0,"70,000",1.0,"314,676","391,535",31-12-2017,8.2,"706,211",,No,51858.0,William E. Gravlee,TX,"155,574","270,879","234,316",31-12-2016,4.9,"505,194",Fee,,,,,,,0.00119,0.00749,,1.88x,,2.08x,"970,666","571,148",11.9,"630,785",13.2,84.8,"7,779","51,858","339,881",SF,"28,588","10,585",0,0,"18,432",,2003,2017,75040.0
Loan,0.5,,,,,,,,,,,,,,,,,No,1-2-2029,7640 Wolf River Circle,0.01448,"255,246.53",0.00,28-12-2018,"7,341,960",7-12-2018,0.00030,0.00050,Springing,Germantown,,,,,,,,Shelby,No,64.7,"4,750,000",660.27,,,,Single Tenant,First,20-12-2018,20-12-2018,,1-3-2019,10,Office,5,5,,,0,Actual/360,Fresenius Medical Care,100.0,31-12-2037,7194.0,46.0,Acquisition,Springing,0.00250,1-2-2029,64.7,"4,750,000","21,270.54",0.00,0,120,0,0,MSBNA,MSMCH,5.3000,,,,,,1.0,David H. Siegel,31-1-2019,1-3-2019,100.0,0,0.0,"4,750,000",120.0,120.0,,10.0,0.00000,LO(25);DEF(90);O(5),0.00250,Fresenius Medical Care Germantown,,0.0,119.0,119.0,0,1.0,,,,,,20-12-2018,Yes - 3,7194.0,David H. Siegel,TN,0,,,,,,Fee,,,,,,,0.00119,0.00749,1.66x,,1.66x,,"437,666","423,817",8.9,"424,536",8.9,100.0,719,0,"13,130",SF,0,0,0,0,0,,2002,2013,38138.0
Loan,0.4,Spice 8,21.3,30-6-2028,2500.0,Tune Up - The Man,19.1,31-10-2023,2250.0,Tropical Smoothie,13.6,31-5-2028,1600.0,Deka Lash,11.9,31-3-2023,1400.0,No,1-3-2029,5601 North Tarrant Parkway,0.05448,"185,511.24","229,173.00",18-10-2018,"5,100,000",1-1-2019,0.00030,0.00050,Springing,Fort Worth,,,,,,,,Tarrant,No,67.1,"3,420,000",291.06,,,,Unanchored,First,29-10-2018,30-10-2018,1-4-2022,1-4-2019,,Retail,5,5,,,"25,752",Actual/360,Opulent Nail Bar,34.0,31-5-2028,4000.0,47.0,Refinance,Springing,0.00250,1-3-2029,59.9,"3,057,063","15,459.27","19,097.75",0,147,734,"5,408",MSBNA,MSMCH,5.3500,,,,,,1.0,Smit Shah; Prachee Patel,7-2-2019,29-1-2019,100.0,0,360.0,"3,420,000",36.0,120.0,Opulent Nail Rent Reserve,,0.00000,LO(24);DEF(92);O(4),0.04250,Shops at North Tarrant,,360.0,36.0,120.0,0,0.0,,,,,,,No,11750.0,Smit Shah; Prachee Patel,TX,"44,063",,,,,,Fee,,,,,,,0.00119,0.00749,1.72x,1.39x,1.78x,1.44x,"477,950","319,002",9.3,"329,577",9.6,95.0,"1,763","8,813","148,373",SF,0,0,0,0,"16,224",,2017,,76244.0
